"COU","Country","VAR","Variable - Red List","YEA","Year","Value","Flag Codes","Flags"
"ESP","Spain","LOWER","Lower Bound","2009","2009",0.847,,
"ESP","Spain","LOWER","Lower Bound","2010","2010",0.847,,
"ESP","Spain","LOWER","Lower Bound","2011","2011",0.847,,
"ESP","Spain","LOWER","Lower Bound","2012","2012",0.847,,
"ESP","Spain","LOWER","Lower Bound","2013","2013",0.846,,
"ESP","Spain","LOWER","Lower Bound","2014","2014",0.846,,
"ESP","Spain","LOWER","Lower Bound","2015","2015",0.846,,
"ESP","Spain","LOWER","Lower Bound","2016","2016",0.845,,
"ESP","Spain","LOWER","Lower Bound","2017","2017",0.845,,
"ESP","Spain","LOWER","Lower Bound","2018","2018",0.844,,
"ESP","Spain","LOWER","Lower Bound","2019","2019",0.844,,
"ESP","Spain","LOWER","Lower Bound","2020","2020",0.843,,
"ESP","Spain","LOWER","Lower Bound","2021","2021",0.843,,
"GBR","United Kingdom","UPPER","Upper Bound","2001","2001",0.967,,
"GBR","United Kingdom","UPPER","Upper Bound","2002","2002",0.967,,
"GBR","United Kingdom","UPPER","Upper Bound","2003","2003",0.966,,
"GBR","United Kingdom","UPPER","Upper Bound","2004","2004",0.965,,
"GBR","United Kingdom","UPPER","Upper Bound","2005","2005",0.965,,
"GBR","United Kingdom","UPPER","Upper Bound","2006","2006",0.964,,
"GBR","United Kingdom","UPPER","Upper Bound","2007","2007",0.964,,
"GBR","United Kingdom","UPPER","Upper Bound","2008","2008",0.964,,
"GBR","United Kingdom","UPPER","Upper Bound","2009","2009",0.965,,
"GBR","United Kingdom","UPPER","Upper Bound","2010","2010",0.965,,
"GBR","United Kingdom","UPPER","Upper Bound","2011","2011",0.965,,
"GBR","United Kingdom","UPPER","Upper Bound","2012","2012",0.965,,
"GBR","United Kingdom","UPPER","Upper Bound","2013","2013",0.966,,
"GBR","United Kingdom","UPPER","Upper Bound","2014","2014",0.967,,
"GBR","United Kingdom","UPPER","Upper Bound","2015","2015",0.967,,
"GBR","United Kingdom","UPPER","Upper Bound","2016","2016",0.967,,
"GBR","United Kingdom","UPPER","Upper Bound","2017","2017",0.967,,
"GBR","United Kingdom","UPPER","Upper Bound","2018","2018",0.968,,
"GBR","United Kingdom","UPPER","Upper Bound","2019","2019",0.969,,
"GBR","United Kingdom","UPPER","Upper Bound","2020","2020",0.969,,
"GBR","United Kingdom","UPPER","Upper Bound","2021","2021",0.97,,
"EST","Estonia","LOWER","Lower Bound","2001","2001",0.987,,
"EST","Estonia","LOWER","Lower Bound","2002","2002",0.987,,
"EST","Estonia","LOWER","Lower Bound","2003","2003",0.986,,
"EST","Estonia","LOWER","Lower Bound","2004","2004",0.986,,
"EST","Estonia","LOWER","Lower Bound","2005","2005",0.986,,
"EST","Estonia","LOWER","Lower Bound","2006","2006",0.986,,
"EST","Estonia","LOWER","Lower Bound","2007","2007",0.986,,
"EST","Estonia","LOWER","Lower Bound","2008","2008",0.986,,
"EST","Estonia","LOWER","Lower Bound","2009","2009",0.986,,
"EST","Estonia","LOWER","Lower Bound","2010","2010",0.986,,
"EST","Estonia","LOWER","Lower Bound","2011","2011",0.986,,
"EST","Estonia","LOWER","Lower Bound","2012","2012",0.986,,
"EST","Estonia","LOWER","Lower Bound","2013","2013",0.986,,
"EST","Estonia","LOWER","Lower Bound","2014","2014",0.986,,
"EST","Estonia","LOWER","Lower Bound","2015","2015",0.986,,
"EST","Estonia","LOWER","Lower Bound","2016","2016",0.986,,
"EST","Estonia","LOWER","Lower Bound","2017","2017",0.986,,
"EST","Estonia","LOWER","Lower Bound","2018","2018",0.986,,
"EST","Estonia","LOWER","Lower Bound","2019","2019",0.986,,
"EST","Estonia","LOWER","Lower Bound","2020","2020",0.986,,
"EST","Estonia","LOWER","Lower Bound","2021","2021",0.986,,
"BEL","Belgium","LOWER","Lower Bound","2001","2001",0.981,,
"BEL","Belgium","LOWER","Lower Bound","2002","2002",0.981,,
"BEL","Belgium","LOWER","Lower Bound","2003","2003",0.981,,
"BEL","Belgium","LOWER","Lower Bound","2004","2004",0.981,,
"BEL","Belgium","LOWER","Lower Bound","2005","2005",0.982,,
"BEL","Belgium","LOWER","Lower Bound","2006","2006",0.982,,
"BEL","Belgium","LOWER","Lower Bound","2007","2007",0.982,,
"BEL","Belgium","LOWER","Lower Bound","2008","2008",0.982,,
"BEL","Belgium","LOWER","Lower Bound","2009","2009",0.982,,
"BEL","Belgium","LOWER","Lower Bound","2010","2010",0.982,,
"BEL","Belgium","LOWER","Lower Bound","2011","2011",0.982,,
"BEL","Belgium","LOWER","Lower Bound","2012","2012",0.982,,
"BEL","Belgium","LOWER","Lower Bound","2013","2013",0.982,,
"BEL","Belgium","LOWER","Lower Bound","2014","2014",0.982,,
"BEL","Belgium","LOWER","Lower Bound","2015","2015",0.982,,
"BEL","Belgium","LOWER","Lower Bound","2016","2016",0.982,,
"BEL","Belgium","LOWER","Lower Bound","2017","2017",0.982,,
"BEL","Belgium","LOWER","Lower Bound","2018","2018",0.982,,
"BEL","Belgium","LOWER","Lower Bound","2019","2019",0.982,,
"BEL","Belgium","LOWER","Lower Bound","2020","2020",0.982,,
"BEL","Belgium","LOWER","Lower Bound","2021","2021",0.982,,
"FIN","Finland","UPPER","Upper Bound","2001","2001",0.991,,
"FIN","Finland","UPPER","Upper Bound","2002","2002",0.991,,
"FIN","Finland","UPPER","Upper Bound","2003","2003",0.991,,
"FIN","Finland","UPPER","Upper Bound","2004","2004",0.991,,
"FIN","Finland","UPPER","Upper Bound","2005","2005",0.991,,
"FIN","Finland","UPPER","Upper Bound","2006","2006",0.991,,
"FIN","Finland","UPPER","Upper Bound","2007","2007",0.991,,
"FIN","Finland","UPPER","Upper Bound","2008","2008",0.991,,
"FIN","Finland","UPPER","Upper Bound","2009","2009",0.991,,
"FIN","Finland","UPPER","Upper Bound","2010","2010",0.991,,
"FIN","Finland","UPPER","Upper Bound","2011","2011",0.99,,
"FIN","Finland","UPPER","Upper Bound","2012","2012",0.99,,
"FIN","Finland","UPPER","Upper Bound","2013","2013",0.99,,
"FIN","Finland","UPPER","Upper Bound","2014","2014",0.99,,
"FIN","Finland","UPPER","Upper Bound","2015","2015",0.99,,
"FIN","Finland","UPPER","Upper Bound","2016","2016",0.99,,
"FIN","Finland","UPPER","Upper Bound","2017","2017",0.99,,
"FIN","Finland","UPPER","Upper Bound","2018","2018",0.99,,
"FIN","Finland","UPPER","Upper Bound","2019","2019",0.99,,
"FIN","Finland","UPPER","Upper Bound","2020","2020",0.99,,
"FIN","Finland","UPPER","Upper Bound","2021","2021",0.99,,
"PRT","Portugal","INDEX","Red List Index","2001","2001",0.873,,
"PRT","Portugal","INDEX","Red List Index","2002","2002",0.872,,
"PRT","Portugal","INDEX","Red List Index","2003","2003",0.872,,
"PRT","Portugal","INDEX","Red List Index","2004","2004",0.871,,
"PRT","Portugal","INDEX","Red List Index","2005","2005",0.87,,
"PRT","Portugal","INDEX","Red List Index","2006","2006",0.869,,
"PRT","Portugal","INDEX","Red List Index","2007","2007",0.869,,
"PRT","Portugal","INDEX","Red List Index","2008","2008",0.869,,
"PRT","Portugal","INDEX","Red List Index","2009","2009",0.869,,
"PRT","Portugal","INDEX","Red List Index","2010","2010",0.87,,
"PRT","Portugal","INDEX","Red List Index","2011","2011",0.87,,
"PRT","Portugal","INDEX","Red List Index","2012","2012",0.87,,
"PRT","Portugal","INDEX","Red List Index","2013","2013",0.87,,
"PRT","Portugal","INDEX","Red List Index","2014","2014",0.869,,
"PRT","Portugal","INDEX","Red List Index","2015","2015",0.869,,
"PRT","Portugal","INDEX","Red List Index","2016","2016",0.868,,
"PRT","Portugal","INDEX","Red List Index","2017","2017",0.867,,
"PRT","Portugal","INDEX","Red List Index","2018","2018",0.866,,
"PRT","Portugal","INDEX","Red List Index","2019","2019",0.866,,
"PRT","Portugal","INDEX","Red List Index","2020","2020",0.865,,
"PRT","Portugal","INDEX","Red List Index","2021","2021",0.864,,
"HUN","Hungary","INDEX","Red List Index","2001","2001",0.863,,
"HUN","Hungary","INDEX","Red List Index","2002","2002",0.863,,
"HUN","Hungary","INDEX","Red List Index","2003","2003",0.863,,
"HUN","Hungary","INDEX","Red List Index","2004","2004",0.863,,
"HUN","Hungary","INDEX","Red List Index","2005","2005",0.863,,
"HUN","Hungary","INDEX","Red List Index","2006","2006",0.864,,
"HUN","Hungary","INDEX","Red List Index","2007","2007",0.864,,
"HUN","Hungary","INDEX","Red List Index","2008","2008",0.864,,
"HUN","Hungary","INDEX","Red List Index","2009","2009",0.864,,
"HUN","Hungary","INDEX","Red List Index","2010","2010",0.864,,
"HUN","Hungary","INDEX","Red List Index","2011","2011",0.864,,
"HUN","Hungary","INDEX","Red List Index","2012","2012",0.864,,
"HUN","Hungary","INDEX","Red List Index","2013","2013",0.864,,
"HUN","Hungary","INDEX","Red List Index","2014","2014",0.864,,
"HUN","Hungary","INDEX","Red List Index","2015","2015",0.864,,
"HUN","Hungary","INDEX","Red List Index","2016","2016",0.864,,
"HUN","Hungary","INDEX","Red List Index","2017","2017",0.864,,
"HUN","Hungary","INDEX","Red List Index","2018","2018",0.864,,
"HUN","Hungary","INDEX","Red List Index","2019","2019",0.864,,
"HUN","Hungary","INDEX","Red List Index","2020","2020",0.864,,
"HUN","Hungary","INDEX","Red List Index","2021","2021",0.865,,
"NOR","Norway","UPPER","Upper Bound","2001","2001",0.958,,
"NOR","Norway","UPPER","Upper Bound","2002","2002",0.958,,
"NOR","Norway","UPPER","Upper Bound","2003","2003",0.957,,
"NOR","Norway","UPPER","Upper Bound","2004","2004",0.957,,
"NOR","Norway","UPPER","Upper Bound","2005","2005",0.956,,
"NOR","Norway","UPPER","Upper Bound","2006","2006",0.956,,
"NOR","Norway","UPPER","Upper Bound","2007","2007",0.955,,
"NOR","Norway","UPPER","Upper Bound","2008","2008",0.955,,
"NOR","Norway","UPPER","Upper Bound","2009","2009",0.955,,
"NOR","Norway","UPPER","Upper Bound","2010","2010",0.955,,
"NOR","Norway","UPPER","Upper Bound","2011","2011",0.955,,
"NOR","Norway","UPPER","Upper Bound","2012","2012",0.956,,
"NOR","Norway","UPPER","Upper Bound","2013","2013",0.956,,
"NOR","Norway","UPPER","Upper Bound","2014","2014",0.955,,
"NOR","Norway","UPPER","Upper Bound","2015","2015",0.954,,
"NOR","Norway","UPPER","Upper Bound","2016","2016",0.954,,
"NOR","Norway","UPPER","Upper Bound","2017","2017",0.954,,
"NOR","Norway","UPPER","Upper Bound","2018","2018",0.954,,
"NOR","Norway","UPPER","Upper Bound","2019","2019",0.954,,
"NOR","Norway","UPPER","Upper Bound","2020","2020",0.955,,
"NOR","Norway","UPPER","Upper Bound","2021","2021",0.955,,
"AUT","Austria","UPPER","Upper Bound","2001","2001",0.895,,
"AUT","Austria","UPPER","Upper Bound","2002","2002",0.895,,
"AUT","Austria","UPPER","Upper Bound","2003","2003",0.895,,
"AUT","Austria","UPPER","Upper Bound","2004","2004",0.895,,
"AUT","Austria","UPPER","Upper Bound","2005","2005",0.895,,
"AUT","Austria","UPPER","Upper Bound","2006","2006",0.895,,
"AUT","Austria","UPPER","Upper Bound","2007","2007",0.895,,
"AUT","Austria","UPPER","Upper Bound","2008","2008",0.895,,
"AUT","Austria","UPPER","Upper Bound","2009","2009",0.895,,
"AUT","Austria","UPPER","Upper Bound","2010","2010",0.895,,
"AUT","Austria","UPPER","Upper Bound","2011","2011",0.895,,
"AUT","Austria","UPPER","Upper Bound","2012","2012",0.895,,
"AUT","Austria","UPPER","Upper Bound","2013","2013",0.895,,
"AUT","Austria","UPPER","Upper Bound","2014","2014",0.895,,
"AUT","Austria","UPPER","Upper Bound","2015","2015",0.895,,
"AUT","Austria","UPPER","Upper Bound","2016","2016",0.895,,
"AUT","Austria","UPPER","Upper Bound","2017","2017",0.895,,
"AUT","Austria","UPPER","Upper Bound","2018","2018",0.895,,
"AUT","Austria","UPPER","Upper Bound","2019","2019",0.895,,
"AUT","Austria","UPPER","Upper Bound","2020","2020",0.895,,
"AUT","Austria","UPPER","Upper Bound","2021","2021",0.895,,
"GBR","United Kingdom","LOWER","Lower Bound","2001","2001",0.959,,
"GBR","United Kingdom","LOWER","Lower Bound","2002","2002",0.959,,
"GBR","United Kingdom","LOWER","Lower Bound","2003","2003",0.958,,
"GBR","United Kingdom","LOWER","Lower Bound","2004","2004",0.958,,
"GBR","United Kingdom","LOWER","Lower Bound","2005","2005",0.957,,
"GBR","United Kingdom","LOWER","Lower Bound","2006","2006",0.955,,
"GBR","United Kingdom","LOWER","Lower Bound","2007","2007",0.956,,
"GBR","United Kingdom","LOWER","Lower Bound","2008","2008",0.955,,
"GBR","United Kingdom","LOWER","Lower Bound","2009","2009",0.955,,
"GBR","United Kingdom","LOWER","Lower Bound","2010","2010",0.954,,
"GBR","United Kingdom","LOWER","Lower Bound","2011","2011",0.954,,
"GBR","United Kingdom","LOWER","Lower Bound","2012","2012",0.953,,
"GBR","United Kingdom","LOWER","Lower Bound","2013","2013",0.952,,
"GBR","United Kingdom","LOWER","Lower Bound","2014","2014",0.951,,
"GBR","United Kingdom","LOWER","Lower Bound","2015","2015",0.95,,
"GBR","United Kingdom","LOWER","Lower Bound","2016","2016",0.948,,
"GBR","United Kingdom","LOWER","Lower Bound","2017","2017",0.948,,
"GBR","United Kingdom","LOWER","Lower Bound","2018","2018",0.947,,
"GBR","United Kingdom","LOWER","Lower Bound","2019","2019",0.947,,
"GBR","United Kingdom","LOWER","Lower Bound","2020","2020",0.946,,
"GBR","United Kingdom","LOWER","Lower Bound","2021","2021",0.945,,
"DNK","Denmark","INDEX","Red List Index","2001","2001",0.976,,
"DNK","Denmark","INDEX","Red List Index","2002","2002",0.976,,
"DNK","Denmark","INDEX","Red List Index","2003","2003",0.976,,
"DNK","Denmark","INDEX","Red List Index","2004","2004",0.976,,
"DNK","Denmark","INDEX","Red List Index","2005","2005",0.976,,
"DNK","Denmark","INDEX","Red List Index","2006","2006",0.975,,
"DNK","Denmark","INDEX","Red List Index","2007","2007",0.976,,
"DNK","Denmark","INDEX","Red List Index","2008","2008",0.976,,
"DNK","Denmark","INDEX","Red List Index","2009","2009",0.976,,
"DNK","Denmark","INDEX","Red List Index","2010","2010",0.976,,
"DNK","Denmark","INDEX","Red List Index","2011","2011",0.976,,
"DNK","Denmark","INDEX","Red List Index","2012","2012",0.975,,
"DNK","Denmark","INDEX","Red List Index","2013","2013",0.975,,
"DNK","Denmark","INDEX","Red List Index","2014","2014",0.975,,
"DNK","Denmark","INDEX","Red List Index","2015","2015",0.974,,
"DNK","Denmark","INDEX","Red List Index","2016","2016",0.974,,
"DNK","Denmark","INDEX","Red List Index","2017","2017",0.974,,
"DNK","Denmark","INDEX","Red List Index","2018","2018",0.974,,
"DNK","Denmark","INDEX","Red List Index","2019","2019",0.974,,
"DNK","Denmark","INDEX","Red List Index","2020","2020",0.974,,
"DNK","Denmark","INDEX","Red List Index","2021","2021",0.974,,
"NLD","Netherlands","UPPER","Upper Bound","2001","2001",0.971,,
"NLD","Netherlands","UPPER","Upper Bound","2002","2002",0.969,,
"NLD","Netherlands","UPPER","Upper Bound","2003","2003",0.967,,
"NLD","Netherlands","UPPER","Upper Bound","2004","2004",0.966,,
"NLD","Netherlands","UPPER","Upper Bound","2005","2005",0.963,,
"NLD","Netherlands","UPPER","Upper Bound","2006","2006",0.963,,
"NLD","Netherlands","UPPER","Upper Bound","2007","2007",0.961,,
"NLD","Netherlands","UPPER","Upper Bound","2008","2008",0.96,,
"NLD","Netherlands","UPPER","Upper Bound","2009","2009",0.959,,
"NLD","Netherlands","UPPER","Upper Bound","2010","2010",0.958,,
"NLD","Netherlands","UPPER","Upper Bound","2011","2011",0.958,,
"NLD","Netherlands","UPPER","Upper Bound","2012","2012",0.957,,
"NLD","Netherlands","UPPER","Upper Bound","2013","2013",0.957,,
"NLD","Netherlands","UPPER","Upper Bound","2014","2014",0.957,,
"NLD","Netherlands","UPPER","Upper Bound","2015","2015",0.957,,
"NLD","Netherlands","UPPER","Upper Bound","2016","2016",0.957,,
"NLD","Netherlands","UPPER","Upper Bound","2017","2017",0.956,,
"NLD","Netherlands","UPPER","Upper Bound","2018","2018",0.957,,
"NLD","Netherlands","UPPER","Upper Bound","2019","2019",0.957,,
"NLD","Netherlands","UPPER","Upper Bound","2020","2020",0.957,,
"NLD","Netherlands","UPPER","Upper Bound","2021","2021",0.958,,
"CHE","Switzerland","LOWER","Lower Bound","2001","2001",0.972,,
"CHE","Switzerland","LOWER","Lower Bound","2002","2002",0.972,,
"CHE","Switzerland","LOWER","Lower Bound","2003","2003",0.972,,
"CHE","Switzerland","LOWER","Lower Bound","2004","2004",0.972,,
"CHE","Switzerland","LOWER","Lower Bound","2005","2005",0.972,,
"CHE","Switzerland","LOWER","Lower Bound","2006","2006",0.972,,
"CHE","Switzerland","LOWER","Lower Bound","2007","2007",0.972,,
"CHE","Switzerland","LOWER","Lower Bound","2008","2008",0.972,,
"CHE","Switzerland","LOWER","Lower Bound","2009","2009",0.972,,
"CHE","Switzerland","LOWER","Lower Bound","2010","2010",0.972,,
"CHE","Switzerland","LOWER","Lower Bound","2011","2011",0.972,,
"CHE","Switzerland","LOWER","Lower Bound","2012","2012",0.972,,
"CHE","Switzerland","LOWER","Lower Bound","2013","2013",0.972,,
"CHE","Switzerland","LOWER","Lower Bound","2014","2014",0.972,,
"CHE","Switzerland","LOWER","Lower Bound","2015","2015",0.971,,
"CHE","Switzerland","LOWER","Lower Bound","2016","2016",0.971,,
"CHE","Switzerland","LOWER","Lower Bound","2017","2017",0.971,,
"CHE","Switzerland","LOWER","Lower Bound","2018","2018",0.971,,
"CHE","Switzerland","LOWER","Lower Bound","2019","2019",0.971,,
"CHE","Switzerland","LOWER","Lower Bound","2020","2020",0.971,,
"CHE","Switzerland","LOWER","Lower Bound","2021","2021",0.971,,
"GRC","Greece","LOWER","Lower Bound","2001","2001",0.828,,
"GRC","Greece","LOWER","Lower Bound","2002","2002",0.829,,
"GRC","Greece","LOWER","Lower Bound","2003","2003",0.83,,
"GRC","Greece","LOWER","Lower Bound","2004","2004",0.829,,
"GRC","Greece","LOWER","Lower Bound","2005","2005",0.828,,
"GRC","Greece","LOWER","Lower Bound","2006","2006",0.827,,
"GRC","Greece","LOWER","Lower Bound","2007","2007",0.827,,
"GRC","Greece","LOWER","Lower Bound","2008","2008",0.826,,
"GRC","Greece","LOWER","Lower Bound","2009","2009",0.825,,
"GRC","Greece","LOWER","Lower Bound","2010","2010",0.823,,
"GRC","Greece","LOWER","Lower Bound","2011","2011",0.822,,
"GRC","Greece","LOWER","Lower Bound","2012","2012",0.82,,
"GRC","Greece","LOWER","Lower Bound","2013","2013",0.819,,
"GRC","Greece","LOWER","Lower Bound","2014","2014",0.817,,
"GRC","Greece","LOWER","Lower Bound","2015","2015",0.814,,
"GRC","Greece","LOWER","Lower Bound","2016","2016",0.812,,
"GRC","Greece","LOWER","Lower Bound","2017","2017",0.81,,
"GRC","Greece","LOWER","Lower Bound","2018","2018",0.806,,
"GRC","Greece","LOWER","Lower Bound","2019","2019",0.805,,
"GRC","Greece","LOWER","Lower Bound","2020","2020",0.802,,
"GRC","Greece","LOWER","Lower Bound","2021","2021",0.799,,
"ITA","Italy","UPPER","Upper Bound","2001","2001",0.904,,
"ITA","Italy","UPPER","Upper Bound","2002","2002",0.904,,
"ITA","Italy","UPPER","Upper Bound","2003","2003",0.903,,
"ITA","Italy","UPPER","Upper Bound","2004","2004",0.903,,
"ITA","Italy","UPPER","Upper Bound","2005","2005",0.903,,
"ITA","Italy","UPPER","Upper Bound","2006","2006",0.903,,
"ITA","Italy","UPPER","Upper Bound","2007","2007",0.902,,
"ITA","Italy","UPPER","Upper Bound","2008","2008",0.902,,
"ITA","Italy","UPPER","Upper Bound","2009","2009",0.902,,
"ITA","Italy","UPPER","Upper Bound","2010","2010",0.902,,
"ITA","Italy","UPPER","Upper Bound","2011","2011",0.902,,
"ITA","Italy","UPPER","Upper Bound","2012","2012",0.902,,
"ITA","Italy","UPPER","Upper Bound","2013","2013",0.902,,
"ITA","Italy","UPPER","Upper Bound","2014","2014",0.902,,
"ITA","Italy","UPPER","Upper Bound","2015","2015",0.901,,
"ITA","Italy","UPPER","Upper Bound","2016","2016",0.901,,
"ITA","Italy","UPPER","Upper Bound","2017","2017",0.9,,
"ITA","Italy","UPPER","Upper Bound","2018","2018",0.9,,
"ITA","Italy","UPPER","Upper Bound","2019","2019",0.9,,
"ITA","Italy","UPPER","Upper Bound","2020","2020",0.899,,
"ITA","Italy","UPPER","Upper Bound","2021","2021",0.899,,
"LTU","Lithuania","INDEX","Red List Index","2001","2001",0.989,,
"LTU","Lithuania","INDEX","Red List Index","2002","2002",0.989,,
"LTU","Lithuania","INDEX","Red List Index","2003","2003",0.989,,
"LTU","Lithuania","INDEX","Red List Index","2004","2004",0.989,,
"LTU","Lithuania","INDEX","Red List Index","2005","2005",0.989,,
"LTU","Lithuania","INDEX","Red List Index","2006","2006",0.989,,
"LTU","Lithuania","INDEX","Red List Index","2007","2007",0.989,,
"LTU","Lithuania","INDEX","Red List Index","2008","2008",0.989,,
"LTU","Lithuania","INDEX","Red List Index","2009","2009",0.989,,
"LTU","Lithuania","INDEX","Red List Index","2010","2010",0.989,,
"LTU","Lithuania","INDEX","Red List Index","2011","2011",0.989,,
"LTU","Lithuania","INDEX","Red List Index","2012","2012",0.989,,
"LTU","Lithuania","INDEX","Red List Index","2013","2013",0.989,,
"LTU","Lithuania","INDEX","Red List Index","2014","2014",0.989,,
"LTU","Lithuania","INDEX","Red List Index","2015","2015",0.989,,
"LTU","Lithuania","INDEX","Red List Index","2016","2016",0.989,,
"LTU","Lithuania","INDEX","Red List Index","2017","2017",0.989,,
"LTU","Lithuania","INDEX","Red List Index","2018","2018",0.989,,
"LTU","Lithuania","INDEX","Red List Index","2019","2019",0.989,,
"LTU","Lithuania","INDEX","Red List Index","2020","2020",0.989,,
"LTU","Lithuania","INDEX","Red List Index","2021","2021",0.989,,
"FRA","France","LOWER","Lower Bound","2001","2001",0.904,,
"FRA","France","LOWER","Lower Bound","2002","2002",0.901,,
"FRA","France","LOWER","Lower Bound","2003","2003",0.896,,
"FRA","France","LOWER","Lower Bound","2004","2004",0.891,,
"FRA","France","LOWER","Lower Bound","2005","2005",0.887,,
"FRA","France","LOWER","Lower Bound","2006","2006",0.88,,
"FRA","France","LOWER","Lower Bound","2007","2007",0.876,,
"FRA","France","LOWER","Lower Bound","2008","2008",0.87,,
"FRA","France","LOWER","Lower Bound","2009","2009",0.865,,
"FRA","France","LOWER","Lower Bound","2010","2010",0.858,,
"FRA","France","LOWER","Lower Bound","2011","2011",0.853,,
"FRA","France","LOWER","Lower Bound","2012","2012",0.847,,
"FRA","France","LOWER","Lower Bound","2013","2013",0.841,,
"FRA","France","LOWER","Lower Bound","2014","2014",0.836,,
"FRA","France","LOWER","Lower Bound","2015","2015",0.826,,
"FRA","France","LOWER","Lower Bound","2016","2016",0.82,,
"FRA","France","LOWER","Lower Bound","2017","2017",0.814,,
"FRA","France","LOWER","Lower Bound","2018","2018",0.809,,
"FRA","France","LOWER","Lower Bound","2019","2019",0.802,,
"FRA","France","LOWER","Lower Bound","2020","2020",0.788,,
"FRA","France","LOWER","Lower Bound","2021","2021",0.786,,
"ISL","Iceland","UPPER","Upper Bound","2001","2001",0.883,,
"ISL","Iceland","UPPER","Upper Bound","2002","2002",0.883,,
"ISL","Iceland","UPPER","Upper Bound","2003","2003",0.882,,
"ISL","Iceland","UPPER","Upper Bound","2004","2004",0.882,,
"ISL","Iceland","UPPER","Upper Bound","2005","2005",0.882,,
"ISL","Iceland","UPPER","Upper Bound","2006","2006",0.881,,
"ISL","Iceland","UPPER","Upper Bound","2007","2007",0.882,,
"ISL","Iceland","UPPER","Upper Bound","2008","2008",0.882,,
"ISL","Iceland","UPPER","Upper Bound","2009","2009",0.885,,
"ISL","Iceland","UPPER","Upper Bound","2010","2010",0.886,,
"ISL","Iceland","UPPER","Upper Bound","2011","2011",0.889,,
"ISL","Iceland","UPPER","Upper Bound","2012","2012",0.892,,
"ISL","Iceland","UPPER","Upper Bound","2013","2013",0.892,,
"ISL","Iceland","UPPER","Upper Bound","2014","2014",0.898,,
"ISL","Iceland","UPPER","Upper Bound","2015","2015",0.895,,
"ISL","Iceland","UPPER","Upper Bound","2016","2016",0.897,,
"ISL","Iceland","UPPER","Upper Bound","2017","2017",0.899,,
"ISL","Iceland","UPPER","Upper Bound","2018","2018",0.903,,
"ISL","Iceland","UPPER","Upper Bound","2019","2019",0.91,,
"ISL","Iceland","UPPER","Upper Bound","2020","2020",0.907,,
"ISL","Iceland","UPPER","Upper Bound","2021","2021",0.914,,
"POL","Poland","LOWER","Lower Bound","2001","2001",0.949,,
"POL","Poland","LOWER","Lower Bound","2002","2002",0.95,,
"POL","Poland","LOWER","Lower Bound","2003","2003",0.951,,
"POL","Poland","LOWER","Lower Bound","2004","2004",0.952,,
"POL","Poland","LOWER","Lower Bound","2005","2005",0.953,,
"POL","Poland","LOWER","Lower Bound","2006","2006",0.954,,
"POL","Poland","LOWER","Lower Bound","2007","2007",0.956,,
"POL","Poland","LOWER","Lower Bound","2008","2008",0.957,,
"POL","Poland","LOWER","Lower Bound","2009","2009",0.958,,
"POL","Poland","LOWER","Lower Bound","2010","2010",0.959,,
"POL","Poland","LOWER","Lower Bound","2011","2011",0.959,,
"POL","Poland","LOWER","Lower Bound","2012","2012",0.959,,
"POL","Poland","LOWER","Lower Bound","2013","2013",0.959,,
"POL","Poland","LOWER","Lower Bound","2014","2014",0.959,,
"POL","Poland","LOWER","Lower Bound","2015","2015",0.96,,
"POL","Poland","LOWER","Lower Bound","2016","2016",0.959,,
"POL","Poland","LOWER","Lower Bound","2017","2017",0.96,,
"POL","Poland","LOWER","Lower Bound","2018","2018",0.96,,
"POL","Poland","LOWER","Lower Bound","2019","2019",0.96,,
"POL","Poland","LOWER","Lower Bound","2020","2020",0.96,,
"POL","Poland","LOWER","Lower Bound","2021","2021",0.96,,
"ESP","Spain","INDEX","Red List Index","2001","2001",0.849,,
"ESP","Spain","INDEX","Red List Index","2002","2002",0.849,,
"ESP","Spain","INDEX","Red List Index","2003","2003",0.849,,
"ESP","Spain","INDEX","Red List Index","2004","2004",0.849,,
"ESP","Spain","INDEX","Red List Index","2005","2005",0.849,,
"ESP","Spain","INDEX","Red List Index","2006","2006",0.849,,
"ESP","Spain","INDEX","Red List Index","2007","2007",0.849,,
"ESP","Spain","INDEX","Red List Index","2008","2008",0.848,,
"ESP","Spain","INDEX","Red List Index","2009","2009",0.849,,
"ESP","Spain","INDEX","Red List Index","2010","2010",0.848,,
"ESP","Spain","INDEX","Red List Index","2011","2011",0.849,,
"ESP","Spain","INDEX","Red List Index","2012","2012",0.849,,
"ESP","Spain","INDEX","Red List Index","2013","2013",0.848,,
"ESP","Spain","INDEX","Red List Index","2014","2014",0.848,,
"ESP","Spain","INDEX","Red List Index","2015","2015",0.848,,
"ESP","Spain","INDEX","Red List Index","2016","2016",0.848,,
"ESP","Spain","INDEX","Red List Index","2017","2017",0.848,,
"ESP","Spain","INDEX","Red List Index","2018","2018",0.847,,
"ESP","Spain","INDEX","Red List Index","2019","2019",0.847,,
"ESP","Spain","INDEX","Red List Index","2020","2020",0.847,,
"ESP","Spain","INDEX","Red List Index","2021","2021",0.846,,
"LVA","Latvia","UPPER","Upper Bound","2001","2001",0.989,,
"LVA","Latvia","UPPER","Upper Bound","2002","2002",0.989,,
"LVA","Latvia","UPPER","Upper Bound","2003","2003",0.989,,
"LVA","Latvia","UPPER","Upper Bound","2004","2004",0.989,,
"LVA","Latvia","UPPER","Upper Bound","2005","2005",0.989,,
